TimeStamps,X,Y,Z,,Mag.
2018-07-11T13:47:41.394447,0.655,-1.019,0.136,6,1.218967596
2018-07-11T13:47:41.449594,0.63,-0.582,0.1,6,0.863495223
2018-07-11T13:47:41.504742,0.63,-0.582,0.1,6,0.863495223
2018-07-11T13:47:41.560390,0.546,-0.7,0.103,6,0.89371416
2018-07-11T13:47:41.605009,0.58,-0.779,0.275,6,1.009388924
2018-07-11T13:47:41.657468,0.58,-0.779,0.275,6,1.009388924
2018-07-11T13:47:41.701585,0.662,-0.909,0.2,6,1.142158045
2018-07-11T13:47:41.751725,0.766,-0.908,0.186,6,1.202420891
2018-07-11T13:47:41.810882,0.766,-0.908,0.186,6,1.202420891
2018-07-11T13:47:41.864029,0.642,-1.021,0.045,6,1.206909276
2018-07-11T13:47:41.937228,0.995,-0.682,0.19,6,1.221167065
2018-07-11T13:47:41.984354,0.995,-0.682,0.19,6,1.221167065
2018-07-11T13:47:42.031486,0.852,-0.91,0.123,6,1.25265039
2018-07-11T13:47:42.080617,0.58,-0.487,0.16,6,0.774060075
2018-07-11T13:47:42.131757,0.58,-0.487,0.16,6,0.774060075
2018-07-11T13:47:42.183898,0.48,-0.21,0.28,6,0.59405387
2018-07-11T13:47:42.230023,0.468,-0.251,0.393,6,0.660661789
2018-07-11T13:47:42.280159,0.468,-0.251,0.393,6,0.660661789
2018-07-11T13:47:42.332302,0.984,-0.875,0.971,6,1.636069069
2018-07-11T13:47:42.371407,0.984,-0.875,0.971,6,1.636069069
2018-07-11T13:47:42.431572,0.806,-0.594,0.887,6,1.337625134
2018-07-11T13:47:42.479701,0.604,-0.539,0.019,6,0.809751814
2018-07-11T13:47:42.527330,0.604,-0.539,0.019,6,0.809751814
2018-07-11T13:47:42.641992,0.803,-0.793,0.261,6,1.158351846
2018-07-11T13:47:42.684105,0.803,-0.793,0.261,6,1.158351846
2018-07-11T13:47:42.740261,0.63,-0.494,0.107,6,0.807703535
2018-07-11T13:47:42.801424,0.605,-0.687,0.248,6,0.948418684
2018-07-11T13:47:42.856575,0.555,-0.85,0.215,6,1.037665649
2018-07-11T13:47:42.902698,0.555,-0.85,0.215,6,1.037665649
2018-07-11T13:47:42.950831,0.841,-0.753,0.23,6,1.152037326
2018-07-11T13:47:42.998959,0.841,-0.753,0.23,6,1.152037326
2018-07-11T13:47:43.054610,0.618,-1.04,0.265,6,1.238446204
2018-07-11T13:47:43.108756,0.594,-1.108,-0.02,6,1.257338459
2018-07-11T13:47:43.156385,0.594,-1.108,-0.02,6,1.257338459
2018-07-11T13:47:43.203511,1.18,-0.539,0.193,6,1.311552515
2018-07-11T13:47:43.266261,0.677,-0.969,0.057,6,1.183443704
2018-07-11T13:47:43.323417,0.677,-0.969,0.057,6,1.183443704
2018-07-11T13:47:43.370545,0.508,-0.576,0.187,6,0.790448607
2018-07-11T13:47:43.433719,0.615,-0.25,0.198,6,0.692769081
2018-07-11T13:47:43.490872,0.58,-0.254,0.41,6,0.754331492
2018-07-11T13:47:43.549031,0.58,-0.254,0.41,6,0.754331492
2018-07-11T13:47:43.593149,0.938,-0.847,0.987,6,1.603565402
2018-07-11T13:47:43.641282,0.688,-0.55,0.807,6,1.194609978
2018-07-11T13:47:43.700440,0.688,-0.55,0.807,6,1.194609978
2018-07-11T13:47:43.745565,0.756,-0.689,0.123,6,1.030235895
2018-07-11T13:47:43.806729,0.585,-0.644,0.018,6,0.870221236
2018-07-11T13:47:43.859875,0.585,-0.644,0.018,6,0.870221236
2018-07-11T13:47:43.902990,0.745,-1.012,0.193,6,1.271384285
